Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","351","China","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3334136","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TCL","Crops and livestock products","96","China, Hong Kong SAR","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1103591","","Official data"
"TCL","Crops and livestock products","128","China, Macao SAR","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","58871","","Official data"
"TCL","Crops and livestock products","41","China, mainland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1973659","","Official data"
"TCL","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","198015","","Official data"
"TCL","Crops and livestock products","44","Colombia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","94661","","Official data"
"TCL","Crops and livestock products","45","Comoros","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","278","","Official data"
"TCL","Crops and livestock products","46","Congo","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","102286","","Official data"
"TCL","Crops and livestock products","47","Cook Islands","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","2689","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","48","Costa Rica","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","14490","","Official data"
"TCL","Crops and livestock products","107","C?te d'Ivoire","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","946","","Official data"
"TCL","Crops and livestock products","98","Croatia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","38606","","Official data"
"TCL","Crops and livestock products","49","Cuba","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","335703","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","50","Cyprus","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","27457","","Official data"
"TCL","Crops and livestock products","167","Czechia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","172726","","Official data"
"TCL","Crops and livestock products","116","Democratic People's Republic of Korea","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","154","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","250","Democratic Republic of the Congo","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","126128","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","54","Denmark","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","130455","","Official data"
"TCL","Crops and livestock products","72","Djibouti","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","5408","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","55","Dominica","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","6739","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","56","Dominican Republic","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","31573","","Official data"
"TCL","Crops and livestock products","59","Egypt","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","126359","","Official data"
"TCL","Crops and livestock products","60","El Salvador","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","18246","","Official data"
"TCL","Crops and livestock products","61","Equatorial Guinea","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","22469","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","178","Eritrea","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","66","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","63","Estonia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","33352","","Official data"
"TCL","Crops and livestock products","209","Eswatini","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1383","","Official data"
"TCL","Crops and livestock products","238","Ethiopia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1993","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","64","Faroe Islands","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1087","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","66","Fiji","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","7005","","Official data"
"TCL","Crops and livestock products","67","Finland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","16399","","Official data"
"TCL","Crops and livestock products","68","France","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1034166","","Official data"
"TCL","Crops and livestock products","70","French Polynesia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","24687","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","74","Gabon","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","61347","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","75","Gambia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","8642","","Official data"
"TCL","Crops and livestock products","73","Georgia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","64362","","Official data"
"TCL","Crops and livestock products","79","Germany","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1195077","","Official data"
"TCL","Crops and livestock products","81","Ghana","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","75250","","Official data"
"TCL","Crops and livestock products","84","Greece","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","115249","","Official data"
"TCL","Crops and livestock products","86","Grenada","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","10599","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","89","Guatemala","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","116702","","Official data"
"TCL","Crops and livestock products","90","Guinea","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","36025","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","175","Guinea-Bissau","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3529","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","91","Guyana","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","45","","Official data"
"TCL","Crops and livestock products","93","Haiti","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","83261","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","95","Honduras","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","9708","","Official data"
"TCL","Crops and livestock products","97","Hungary","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","97797","","Official data"
"TCL","Crops and livestock products","99","Iceland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","4970","","Official data"
"TCL","Crops and livestock products","100","India","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","42","","Official data"
"TCL","Crops and livestock products","101","Indonesia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","0","","Official data"
"TCL","Crops and livestock products","102","Iran (Islamic Republic of)","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3808","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","103","Iraq","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","105007","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","104","Ireland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","235090","","Official data"
"TCL","Crops and livestock products","106","Italy","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","106334","","Official data"
"TCL","Crops and livestock products","109","Jamaica","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","16058","","Official data"
"TCL","Crops and livestock products","110","Japan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1245155","","Official data"
"TCL","Crops and livestock products","112","Jordan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","85101","","Official data"
"TCL","Crops and livestock products","108","Kazakhstan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","177014","","Official data"
"TCL","Crops and livestock products","114","Kenya","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","897","","Official data"
"TCL","Crops and livestock products","83","Kiribati","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3354","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","118","Kuwait","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","278549","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","113","Kyrgyzstan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","32094","","Official data"
"TCL","Crops and livestock products","120","Lao People's Democratic Republic","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1678","","Official data"
"TCL","Crops and livestock products","119","Latvia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","55211","","Official data"
"TCL","Crops and livestock products","121","Lebanon","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","13099","","Official data"
"TCL","Crops and livestock products","122","Lesotho","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1614","","Official data"
"TCL","Crops and livestock products","123","Liberia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","23788","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","124","Libya","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","116591","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","126","Lithuania","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","62862","","Official data"
"TCL","Crops and livestock products","256","Luxembourg","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","38378","","Official data"
"TCL","Crops and livestock products","130","Malawi","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","736","","Official data"
"TCL","Crops and livestock products","131","Malaysia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","158557","","Official data"
"TCL","Crops and livestock products","132","Maldives","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","24790","","Official data"
"TCL","Crops and livestock products","133","Mali","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","2481","","Official data"
"TCL","Crops and livestock products","134","Malta","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","14715","","Official data"
"TCL","Crops and livestock products","136","Mauritania","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","24842","","Official data"
"TCL","Crops and livestock products","137","Mauritius","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","419","","Official data"
"TCL","Crops and livestock products","138","Mexico","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","902465","","Official data"
"TCL","Crops and livestock products","141","Mongolia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","24560","","Official data"
"TCL","Crops and livestock products","273","Montenegro","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","13917","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","143","Morocco","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","2046","","Official data"
"TCL","Crops and livestock products","144","Mozambique","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","15356","","Official data"
"TCL","Crops and livestock products","28","Myanmar","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","275","","Official data"
"TCL","Crops and livestock products","147","Namibia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","39326","","Official data"
"TCL","Crops and livestock products","148","Nauru","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1358","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","149","Nepal","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","138","","Official data"
"TCL","Crops and livestock products","150","Netherlands","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","822275","","Official data"
"TCL","Crops and livestock products","153","New Caledonia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","19097","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","156","New Zealand","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","24","","Official data"
"TCL","Crops and livestock products","157","Nicaragua","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","6909","","Official data"
"TCL","Crops and livestock products","158","Niger","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3460","","Official data"
"TCL","Crops and livestock products","159","Nigeria","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","21094","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","160","Niue","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","235","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","154","North Macedonia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","51785","","Official data"
"TCL","Crops and livestock products","162","Norway","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1947","","Official data"
"TCL","Crops and livestock products","221","Oman","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","180299","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","90","","Official data"
"TCL","Crops and livestock products","299","Palestine","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","17300","F","FAO estimate"
"TCL","Crops and livestock products","166","Panama","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","22382","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","168","Papua New Guinea","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","28918","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","169","Paraguay","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","","","Official data"
"TCL","Crops and livestock products","170","Peru","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","60496","","Official data"
"TCL","Crops and livestock products","171","Philippines","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","278350","","Official data"
"TCL","Crops and livestock products","173","Poland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","88218","","Official data"
"TCL","Crops and livestock products","174","Portugal","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","96031","","Official data"
"TCL","Crops and livestock products","179","Qatar","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","209626","","Official data"
"TCL","Crops and livestock products","117","Republic of Korea","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","287064","","Official data"
"TCL","Crops and livestock products","146","Republic of Moldova","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","18674","","Official data"
"TCL","Crops and livestock products","183","Romania","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","123039","","Official data"
"TCL","Crops and livestock products","185","Russian Federation","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","367860","","Official data"
"TCL","Crops and livestock products","184","Rwanda","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3","","Official data"
"TCL","Crops and livestock products","188","Saint Kitts and Nevis","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","6208","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","189","Saint Lucia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","4510","","Official data"
"TCL","Crops and livestock products","191","Saint Vincent and the Grenadines","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","10176","","Official data"
"TCL","Crops and livestock products","244","Samoa","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","16325","","Official data"
"TCL","Crops and livestock products","193","Sao Tome and Principe","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3262","","Official data"
"TCL","Crops and livestock products","194","Saudi Arabia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1292214","","Official data"
"TCL","Crops and livestock products","195","Senegal","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","12","","Official data"
"TCL","Crops and livestock products","272","Serbia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","8530","","Official data"
"TCL","Crops and livestock products","196","Seychelles","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","4165","","Official data"
"TCL","Crops and livestock products","197","Sierra Leone","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","15493","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","200","Singapore","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","248239","","Official data"
"TCL","Crops and livestock products","199","Slovakia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","163489","","Official data"
"TCL","Crops and livestock products","198","Slovenia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","30203","","Official data"
"TCL","Crops and livestock products","25","Solomon Islands","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","7338","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","201","Somalia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","5332","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","202","South Africa","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","356928","","Official data"
"TCL","Crops and livestock products","277","South Sudan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","2006","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","203","Spain","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","190601","","Official data"
"TCL","Crops and livestock products","38","Sri Lanka","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","272","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","276","Sudan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","345","*","Unofficial figure"
"TCL","Crops and livestock products","207","Suriname","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","16944","","Official data"
"TCL","Crops and livestock products","210","Sweden","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","161670","","Official data"
"TCL","Crops and livestock products","211","Switzerland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","133197","","Official data"
"TCL","Crops and livestock products","212","Syrian Arab Republic","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","9480","*","Unofficial figure"
"TCL","Crops and livestock products","208","Tajikistan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","11190","*","Unofficial figure"
"TCL","Crops and livestock products","216","Thailand","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","2831","","Official data"
"TCL","Crops and livestock products","176","Timor-Leste","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","13296","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","217","Togo","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","15653","","Official data"
"TCL","Crops and livestock products","219","Tonga","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","11988","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","220","Trinidad and Tobago","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","23175","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","222","Tunisia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1193","","Official data"
"TCL","Crops and livestock products","223","T?rkiye","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","41358","","Official data"
"TCL","Crops and livestock products","213","Turkmenistan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","12005","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","227","Tuvalu","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","815","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","226","Uganda","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","207","","Official data"
"TCL","Crops and livestock products","230","Ukraine","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","74847","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","225","United Arab Emirates","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","811470","","Official data"
"TCL","Crops and livestock products","229","United Kingdom of Great Britain and Northern Ireland","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","1235959","","Official data"
"TCL","Crops and livestock products","215","United Republic of Tanzania","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","6608","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","231","United States of America","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","212253","","Official data"
"TCL","Crops and livestock products","234","Uruguay","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","3238","","Official data"
"TCL","Crops and livestock products","235","Uzbekistan","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","15116","","Official data"
"TCL","Crops and livestock products","155","Vanuatu","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","8553","R","Estimated data using trading partners database"
"TCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","","","Official data"
"TCL","Crops and livestock products","237","Viet Nam","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","261226","","Official data"
"TCL","Crops and livestock products","249","Yemen","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","217897","*","Unofficial figure"
"TCL","Crops and livestock products","251","Zambia","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","23479","","Official data"
"TCL","Crops and livestock products","181","Zimbabwe","5622","Import Value","1058","Meat, chicken","2019","2019","1000 US$","690","","Official data"
